date,product_name,units_sold,day_of_week,region,product_category
2023-11-30,Rakhi Thread,54,Thursday,East,Festival Utility
2023-12-01,Raincoat,158,Friday,East,Rain Gear
2023-12-01,Decorative Wreath,78,Friday,Central,Home Decor
2023-12-02,Odomos (mosquito repellent),117,Saturday,West,Personal Care
2023-12-03,Sunscreen,83,Sunday,South,Personal Care
2023-12-03,Lip Balm,140,Sunday,South,Personal Care
2023-12-04,Modak Box,91,Monday,West,Sweets
2023-12-04,Gift Box,137,Monday,Central,Gifting
2023-12-04,Fan,120,Monday,North,Home Appliance
2023-12-05,Dry Fruits,64,Tuesday,South,Gifting
2023-12-05,Water Bottle,56,Tuesday,North,Kitchen Utility
2023-12-05,Cold Drink,107,Tuesday,East,Beverage
2023-12-06,Thermals,60,Wednesday,East,Clothing
2023-12-06,Banana Chips Pack,83,Wednesday,West,Snack
2023-12-06,Sewaiya Packets,128,Wednesday,Central,Sweets
2023-12-07,Diyas (Clay Lamps),100,Thursday,East,Home Decor
2023-12-07,Air Conditioner (AC),123,Thursday,West,Home Appliance
2023-12-07,Ganesh Idol,102,Thursday,West,Festival Utility
2023-12-08,Air Conditioner (AC),67,Friday,South,Home Appliance
2023-12-08,Sugarcane Stick,112,Friday,Central,Food/Festival
2023-12-08,Sugarcane Stick,131,Friday,North,Food/Festival
2023-12-08,Ice Cream,129,Friday,South,Dessert
2023-12-09,Dry Fruits Box,124,Saturday,Central,Gifting
2023-12-09,Rangoli Colors,98,Saturday,Central,Festival Utility
2023-12-09,Deodorant (Dio),117,Saturday,Central,Personal Care
2023-12-10,Lip Balm,50,Sunday,East,Personal Care
2023-12-10,LED String Lights,104,Sunday,South,Home Decor
2023-12-11,Blanket,109,Monday,West,Home Utility
2023-12-11,Electric Lights,88,Monday,North,Home Decor
2023-12-11,Agarbatti (Incense),88,Monday,South,Spiritual Item
2023-12-12,Umbrella,111,Tuesday,West,Rain Gear
2023-12-12,Lip Balm,95,Tuesday,West,Personal Care
2023-12-12,Diyas (Clay Lamps),86,Tuesday,Central,Home Decor
2023-12-13,Umbrella,100,Wednesday,North,Rain Gear
2023-12-14,Perfume Bottles,134,Thursday,North,Gifting
2023-12-14,Kurta Pajama Set,105,Thursday,East,Clothing
2023-12-14,Gift Boxes,99,Thursday,East,Gifting
2023-12-15,Brass Pot,123,Friday,South,Festival Utility
2023-12-15,Decorative Wreath,105,Friday,South,Home Decor
2023-12-15,Rangoli Colors,103,Friday,Central,Festival Utility
2023-12-15,Chocolate Gift Boxes,81,Friday,East,Gifting
2023-12-15,Rakhi Thread,142,Friday,North,Festival Utility
2023-12-15,Fan,115,Friday,Central,Home Appliance
2023-12-16,Gift Boxes,99,Saturday,North,Gifting
2023-12-17,Water Gun (Pichkari),97,Sunday,West,Toys/Festival
2023-12-19,Dry Fruits Box,150,Tuesday,Central,Gifting
2023-12-19,Gift Box,124,Tuesday,South,Gifting
2023-12-19,Scarf,83,Tuesday,North,Clothing
2023-12-20,Ice Cream,102,Wednesday,North,Dessert
2023-12-20,Diyas (Clay Lamps),100,Wednesday,West,Home Decor
2023-12-21,Personal Care Kit,158,Thursday,North,Gifting
2023-12-21,Sewaiya Packets,120,Thursday,West,Sweets
2023-12-21,Ice Cream,79,Thursday,East,Dessert
2023-12-22,Mosquito Net,116,Friday,East,Home Utility
2023-12-24,Ice Cream,82,Sunday,Central,Dessert
2023-12-24,Diyas (Clay Lamps),69,Sunday,East,Home Decor
2023-12-24,Banana Chips Pack,70,Sunday,South,Snack
2023-12-24,Dry Fruits Box,39,Sunday,East,Gifting
2023-12-24,Electric Lights,109,Sunday,South,Home Decor
2023-12-24,Diyas (Clay Lamps),85,Sunday,East,Home Decor
2023-12-24,Thermals,83,Sunday,South,Clothing
2023-12-25,Thermals,146,Monday,East,Clothing
2023-12-25,Diyas (Clay Lamps),133,Monday,East,Home Decor
2023-12-25,Traditional Dhoti,155,Monday,North,Clothing
2023-12-25,Umbrella,91,Monday,West,Rain Gear
2023-12-25,Mithai Box,82,Monday,Central,Sweets
2023-12-26,Blanket,97,Tuesday,Central,Home Utility
2023-12-26,Fruit Cake,95,Tuesday,North,Food
2023-12-26,Waterproof Boots,122,Tuesday,South,Footwear
2023-12-27,Pongal Sweet Pack,170,Wednesday,Central,Sweets
2023-12-27,Lip Balm,140,Wednesday,North,Personal Care
2023-12-27,Sewaiya Packets,142,Wednesday,East,Sweets
2023-12-27,Flower Garland,94,Wednesday,East,Festival Utility
2023-12-28,Traditional Dhoti,149,Thursday,East,Clothing
2023-12-28,Chocolate Gift Boxes,82,Thursday,North,Gifting
2023-12-29,Ganesh Idol,107,Friday,East,Festival Utility
2023-12-29,Water Gun (Pichkari),124,Friday,North,Toys/Festival
2023-12-29,Thermals,86,Friday,South,Clothing
2023-12-29,Sweater,121,Friday,Central,Clothing
2023-12-29,Water Gun (Pichkari),96,Friday,East,Toys/Festival
2023-12-29,Hot Water Bag,96,Friday,North,Healthcare
2023-12-30,Perfume Bottles,76,Saturday,South,Gifting
2023-12-31,Rakhi Thread,51,Sunday,West,Festival Utility
2023-12-31,Mithai Box,119,Sunday,North,Sweets
2023-12-31,Odomos (mosquito repellent),98,Sunday,East,Personal Care
2023-12-31,Brass Pot,82,Sunday,South,Festival Utility
2024-01-01,Gift Box,149,Monday,Central,Gifting
2024-01-01,Santa Hat,101,Monday,South,Apparel
2024-01-01,Body Oil,155,Monday,North,Personal Care
2024-01-02,Sunscreen,105,Tuesday,North,Personal Care
2024-01-03,Flower Garland,65,Wednesday,North,Festival Utility
2024-01-03,Perfume Bottles,122,Wednesday,East,Gifting
2024-01-03,Perfume Bottles,125,Wednesday,South,Gifting
2024-01-03,Perfume Bottles,147,Wednesday,South,Gifting
2024-01-04,Banana Chips Pack,24,Thursday,West,Snack
2024-01-05,Chocolate Box,49,Friday,South,Gifting/Sweets
2024-01-05,White Kurtas,118,Friday,East,Clothing
2024-01-05,Onam Sadya Kit,107,Friday,Central,Food Combo
2024-01-06,Ice Cream,124,Saturday,Central,Dessert
2024-01-07,Mithai Box,95,Sunday,West,Sweets
2024-01-07,Dry Fruits,87,Sunday,East,Gifting
2024-01-07,Fruit Cake,102,Sunday,East,Food
2024-01-08,Onam Sadya Kit,107,Monday,South,Food Combo
2024-01-08,Holi Colors,111,Monday,South,Festival Utility
2024-01-08,Thermals,82,Monday,North,Clothing
2024-01-09,Dry Fruits,21,Tuesday,West,Gifting
2024-01-09,Odomos (mosquito repellent),132,Tuesday,Central,Personal Care
2024-01-09,Mithai Box,80,Tuesday,Central,Sweets
2024-01-10,Agarbatti (Incense),124,Wednesday,West,Spiritual Item
2024-01-12,Decorative Wreath,90,Friday,North,Home Decor
2024-01-13,Dry Fruits,94,Saturday,East,Gifting
2024-01-13,Chocolate Box,84,Saturday,Central,Gifting/Sweets
2024-01-14,Body Oil,96,Sunday,South,Personal Care
2024-01-14,Gift Box,64,Sunday,North,Gifting
2024-01-15,Sewaiya Packets,90,Monday,South,Sweets
2024-01-15,Decorative Wreath,108,Monday,South,Home Decor
2024-01-15,Traditional Dhoti,90,Monday,North,Clothing
2024-01-16,Gift Wrapping Paper,95,Tuesday,South,Festival Utility
2024-01-17,Sugarcane Stick,103,Wednesday,South,Food/Festival
2024-01-17,Hot Water Bag,143,Wednesday,East,Healthcare
2024-01-17,Odomos (mosquito repellent),68,Wednesday,North,Personal Care
2024-01-17,Umbrella,138,Wednesday,East,Rain Gear
2024-01-18,Onam Sadya Kit,119,Thursday,Central,Food Combo
2024-01-18,Banana Chips Pack,112,Thursday,East,Snack
2024-01-19,Sweet Box,129,Friday,East,Sweets
2024-01-20,Dry Fruits Box,126,Saturday,West,Gifting
2024-01-20,Flower Garland,78,Saturday,East,Festival Utility
2024-01-20,Onam Sadya Kit,67,Saturday,West,Food Combo
2024-01-20,Waterproof Boots,138,Saturday,East,Footwear
2024-01-20,Blanket,132,Saturday,South,Home Utility
2024-01-20,Sweater,85,Saturday,East,Clothing
2024-01-21,Waterproof Boots,129,Sunday,Central,Footwear
2024-01-21,Chocolate Box,77,Sunday,Central,Gifting/Sweets
2024-01-21,Air Conditioner (AC),100,Sunday,North,Home Appliance
2024-01-21,Traditional Dhoti,78,Sunday,West,Clothing
2024-01-21,Hot Water Bag,45,Sunday,North,Healthcare
2024-01-22,Raincoat,101,Monday,East,Rain Gear
2024-01-22,Kurta Pajama Set,118,Monday,South,Clothing
2024-01-22,Gift Box,123,Monday,North,Gifting
2024-01-22,Fan,131,Monday,North,Home Appliance
2024-01-23,Traditional Dhoti,91,Tuesday,West,Clothing
2024-01-23,Gift Wrapping Paper,106,Tuesday,West,Festival Utility
2024-01-24,Pongal Sweet Pack,129,Wednesday,Central,Sweets
2024-01-24,Flower Garland,112,Wednesday,Central,Festival Utility
2024-01-24,Ice Cream,94,Wednesday,Central,Dessert
2024-01-24,Sunscreen,83,Wednesday,South,Personal Care
2024-01-25,Ice Cream,52,Thursday,Central,Dessert
2024-01-25,Banana Chips Pack,92,Thursday,North,Snack
2024-01-26,Sweater,121,Friday,Central,Clothing
2024-01-26,Flower Garland,101,Friday,West,Festival Utility
2024-01-26,Gift Wrapping Paper,115,Friday,South,Festival Utility
2024-01-26,Pongal Sweet Pack,41,Friday,West,Sweets
2024-01-27,Ganesh Idol,86,Saturday,Central,Festival Utility
2024-01-27,Scarf,138,Saturday,Central,Clothing
2024-01-27,Diyas (Clay Lamps),63,Saturday,South,Home Decor
2024-01-28,White Kurtas,86,Sunday,Central,Clothing
2024-01-28,Gift Boxes,100,Sunday,South,Gifting
2024-01-28,Dry Fruits,40,Sunday,South,Gifting
2024-01-28,Mosquito Net,163,Sunday,West,Home Utility
2024-01-28,Rakhi Thread,51,Sunday,North,Festival Utility
2024-01-28,Mithai Box,80,Sunday,West,Sweets
2024-01-29,Dry Fruits Box,73,Monday,North,Gifting
2024-01-29,Umbrella,117,Monday,West,Rain Gear
2024-01-29,Umbrella,88,Monday,West,Rain Gear
2024-01-30,Decorative Wreath,38,Tuesday,North,Home Decor
2024-01-31,Raincoat,72,Wednesday,North,Rain Gear
2024-01-31,Scarf,83,Wednesday,East,Clothing
2024-01-31,White Clothing,85,Wednesday,South,Clothing
2024-01-31,Mithai Box,103,Wednesday,Central,Sweets
2024-01-31,Onam Sadya Kit,122,Wednesday,East,Food Combo
2024-01-31,Air Conditioner (AC),142,Wednesday,Central,Home Appliance
2024-02-01,Holi Colors,116,Thursday,South,Festival Utility
2024-02-02,Electric Lights,117,Friday,South,Home Decor
2024-02-02,Hot Water Bag,97,Friday,South,Healthcare
2024-02-02,Sweater,144,Friday,South,Clothing
2024-02-02,Gift Wrapping Paper,64,Friday,West,Festival Utility
2024-02-02,Fan,111,Friday,South,Home Appliance
2024-02-02,Decorative Wreath,101,Friday,South,Home Decor
2024-02-02,Rakhi Thread,109,Friday,Central,Festival Utility
2024-02-02,Fruit Cake,118,Friday,Central,Food
2024-02-03,Raincoat,101,Saturday,South,Rain Gear
2024-02-03,Pongal Sweet Pack,21,Saturday,West,Sweets
2024-02-03,Flower Garland,71,Saturday,West,Festival Utility
2024-02-04,Decorative Wreath,31,Sunday,East,Home Decor
2024-02-04,Sewaiya Packets,138,Sunday,South,Sweets
2024-02-04,Rakhi Thread,118,Sunday,East,Festival Utility
2024-02-04,Agarbatti (Incense),115,Sunday,South,Spiritual Item
2024-02-05,Sweater,101,Monday,West,Clothing
2024-02-06,White Kurtas,115,Tuesday,West,Clothing
2024-02-06,Cold Drink,87,Tuesday,South,Beverage
2024-02-06,Onam Sadya Kit,120,Tuesday,West,Food Combo
2024-02-06,Hot Water Bag,93,Tuesday,West,Healthcare
2024-02-06,Waterproof Boots,89,Tuesday,Central,Footwear
2024-02-07,Electric Lights,131,Wednesday,West,Home Decor
2024-02-07,Fruit Cake,129,Wednesday,West,Food
2024-02-08,Brass Pot,158,Thursday,East,Festival Utility
2024-02-09,Water Bottle,93,Friday,East,Kitchen Utility
2024-02-09,Ganesh Idol,90,Friday,Central,Festival Utility
2024-02-09,Sugarcane Stick,68,Friday,West,Food/Festival
2024-02-09,Decorative Wreath,48,Friday,North,Home Decor
2024-02-09,Ganesh Idol,59,Friday,East,Festival Utility
2024-02-10,White Clothing,146,Saturday,South,Clothing
2024-02-10,Kurta Pajama Set,159,Saturday,North,Clothing
2024-02-11,Dry Fruits,114,Sunday,Central,Gifting
2024-02-12,Sewaiya Packets,70,Monday,South,Sweets
2024-02-12,Umbrella,154,Monday,West,Rain Gear
2024-02-12,Modak Box,59,Monday,East,Sweets
2024-02-13,Lip Balm,112,Tuesday,East,Personal Care
2024-02-13,Chocolate Box,4,Tuesday,South,Gifting/Sweets
2024-02-13,Sweet Box,119,Tuesday,South,Sweets
2024-02-13,Rakhi Thread,91,Tuesday,East,Festival Utility
2024-02-14,Onam Sadya Kit,60,Wednesday,Central,Food Combo
2024-02-15,Blanket,76,Thursday,South,Home Utility
2024-02-15,Decorative Wreath,97,Thursday,East,Home Decor
2024-02-15,Modak Box,111,Thursday,West,Sweets
2024-02-16,Rakhi Thread,144,Friday,Central,Festival Utility
2024-02-16,Gift Box,132,Friday,East,Gifting
2024-02-16,Kurta Pajama Set,142,Friday,South,Clothing
2024-02-16,Electric Lights,154,Friday,West,Home Decor
2024-02-16,Santa Hat,72,Friday,East,Apparel
2024-02-18,Sugarcane Stick,74,Sunday,South,Food/Festival
2024-02-18,Onam Sadya Kit,123,Sunday,South,Food Combo
2024-02-19,Ice Cream,77,Monday,Central,Dessert
2024-02-19,Odomos (mosquito repellent),128,Monday,South,Personal Care
2024-02-19,Sweet Box,159,Monday,East,Sweets
2024-02-20,Dry Fruits Box,64,Tuesday,Central,Gifting
2024-02-20,Lip Balm,86,Tuesday,South,Personal Care
2024-02-20,Gift Boxes,66,Tuesday,East,Gifting
2024-02-20,Fan,144,Tuesday,West,Home Appliance
2024-02-20,Fruit Cake,122,Tuesday,West,Food
2024-02-20,Blanket,118,Tuesday,Central,Home Utility
2024-02-21,Rangoli Colors,73,Wednesday,West,Festival Utility
2024-02-21,Gift Wrapping Paper,65,Wednesday,North,Festival Utility
2024-02-21,Chocolate Box,81,Wednesday,South,Gifting/Sweets
2024-02-21,White Clothing,91,Wednesday,East,Clothing
2024-02-22,Lip Balm,95,Thursday,East,Personal Care
2024-02-22,Banana Chips Pack,141,Thursday,West,Snack
2024-02-22,Brass Pot,118,Thursday,West,Festival Utility
2024-02-23,Gift Box,98,Friday,West,Gifting
2024-02-23,White Clothing,113,Friday,West,Clothing
2024-02-23,Thermals,100,Friday,South,Clothing
2024-02-23,Deodorant (Dio),113,Friday,South,Personal Care
2024-02-24,Cold Drink,55,Saturday,South,Beverage
2024-02-24,Sunscreen,110,Saturday,East,Personal Care
2024-02-24,Sweet Box,61,Saturday,East,Sweets
2024-02-25,White Clothing,51,Sunday,West,Clothing
2024-02-26,Deodorant (Dio),102,Monday,West,Personal Care
2024-02-27,Kurta Pajama Set,117,Tuesday,West,Clothing
2024-02-27,Dry Fruits Box,64,Tuesday,West,Gifting
2024-02-28,Holi Colors,71,Wednesday,East,Festival Utility
2024-02-28,White Kurtas,59,Wednesday,Central,Clothing
2024-02-28,Chocolate Gift Boxes,92,Wednesday,South,Gifting
2024-02-28,Holi Colors,103,Wednesday,South,Festival Utility
2024-02-29,Body Oil,102,Thursday,East,Personal Care
2024-02-29,Water Bottle,139,Thursday,West,Kitchen Utility
2024-02-29,Ice Cream,59,Thursday,South,Dessert
2024-02-29,White Clothing,65,Thursday,East,Clothing
2024-02-29,Chocolate Box,127,Thursday,Central,Gifting/Sweets
2024-03-01,Deodorant (Dio),127,Friday,South,Personal Care
2024-03-01,Dry Fruits Box,42,Friday,South,Gifting
2024-03-01,Odomos (mosquito repellent),82,Friday,Central,Personal Care
2024-03-02,Sugarcane Stick,186,Saturday,East,Food/Festival
2024-03-02,Mosquito Net,120,Saturday,West,Home Utility
2024-03-02,Banana Chips Pack,107,Saturday,North,Snack
2024-03-02,Gift Wrapping Paper,75,Saturday,East,Festival Utility
2024-03-02,Chocolate Box,100,Saturday,South,Gifting/Sweets
2024-03-03,Mithai Box,72,Sunday,East,Sweets
2024-03-04,Electric Lights,79,Monday,Central,Home Decor
2024-03-04,Brass Pot,161,Monday,North,Festival Utility
2024-03-04,Decorative Wreath,88,Monday,South,Home Decor
2024-03-04,Lip Balm,85,Monday,South,Personal Care
2024-03-04,Chocolate Gift Boxes,90,Monday,Central,Gifting
2024-03-05,Deodorant (Dio),89,Tuesday,South,Personal Care
2024-03-05,Umbrella,123,Tuesday,West,Rain Gear
2024-03-05,Sunscreen,74,Tuesday,East,Personal Care
2024-03-06,Water Gun (Pichkari),61,Wednesday,West,Toys/Festival
2024-03-06,LED String Lights,53,Wednesday,Central,Home Decor
2024-03-06,Cold Drink,120,Wednesday,South,Beverage
2024-03-06,Fruit Cake,95,Wednesday,East,Food
2024-03-06,Air Conditioner (AC),125,Wednesday,West,Home Appliance
2024-03-07,Chocolate Gift Boxes,112,Thursday,South,Gifting
2024-03-07,Traditional Dhoti,123,Thursday,West,Clothing
2024-03-07,Scarf,67,Thursday,South,Clothing
2024-03-08,Hot Water Bag,138,Friday,West,Healthcare
2024-03-08,Hot Water Bag,130,Friday,South,Healthcare
2024-03-08,Chocolate Gift Boxes,61,Friday,North,Gifting
2024-03-08,Fruit Cake,120,Friday,North,Food
2024-03-08,Brass Pot,96,Friday,Central,Festival Utility
2024-03-08,Hot Water Bag,90,Friday,South,Healthcare
2024-03-08,Sweater,117,Friday,North,Clothing
2024-03-09,Sugarcane Stick,110,Saturday,East,Food/Festival
2024-03-09,Hot Water Bag,104,Saturday,Central,Healthcare
2024-03-09,Body Oil,135,Saturday,South,Personal Care
2024-03-10,Dry Fruits,155,Sunday,South,Gifting
2024-03-10,Sewaiya Packets,72,Sunday,North,Sweets
2024-03-11,Waterproof Boots,72,Monday,West,Footwear
2024-03-11,Chocolate Gift Boxes,55,Monday,West,Gifting
2024-03-12,Air Conditioner (AC),82,Tuesday,South,Home Appliance
2024-03-12,Fan,117,Tuesday,North,Home Appliance
2024-03-13,Fruit Cake,136,Wednesday,Central,Food
2024-03-13,Traditional Dhoti,114,Wednesday,West,Clothing
2024-03-13,Chocolate Gift Boxes,83,Wednesday,North,Gifting
2024-03-13,Kurta Pajama Set,117,Wednesday,North,Clothing
2024-03-14,LED String Lights,99,Thursday,West,Home Decor
2024-03-14,Raincoat,76,Thursday,West,Rain Gear
2024-03-14,Waterproof Boots,89,Thursday,Central,Footwear
2024-03-15,Ice Cream,13,Friday,North,Dessert
2024-03-15,Blanket,82,Friday,Central,Home Utility
2024-03-15,Gift Box,85,Friday,South,Gifting
2024-03-15,Cold Drink,84,Friday,South,Beverage
2024-03-16,Banana Chips Pack,82,Saturday,South,Snack
2024-03-16,Waterproof Boots,88,Saturday,East,Footwear
2024-03-16,Thermals,70,Saturday,North,Clothing
2024-03-16,Fruit Cake,157,Saturday,South,Food
2024-03-17,Fruit Cake,119,Sunday,West,Food
2024-03-18,Air Conditioner (AC),72,Monday,East,Home Appliance
2024-03-18,Dry Fruits Box,102,Monday,East,Gifting
2024-03-19,Gift Box,116,Tuesday,South,Gifting
2024-03-19,Sewaiya Packets,142,Tuesday,West,Sweets
2024-03-20,Umbrella,108,Wednesday,Central,Rain Gear
2024-03-20,Water Bottle,109,Wednesday,Central,Kitchen Utility
2024-03-21,Blanket,111,Thursday,West,Home Utility
2024-03-22,Water Gun (Pichkari),103,Friday,South,Toys/Festival
2024-03-22,Banana Chips Pack,77,Friday,East,Snack
2024-03-22,Scarf,82,Friday,East,Clothing
2024-03-22,Waterproof Boots,147,Friday,Central,Footwear
2024-03-23,Fan,78,Saturday,South,Home Appliance
2024-03-23,Banana Chips Pack,140,Saturday,East,Snack
2024-03-23,Onam Sadya Kit,109,Saturday,North,Food Combo
2024-03-23,Decorative Wreath,110,Saturday,East,Home Decor
2024-03-23,Water Bottle,78,Saturday,South,Kitchen Utility
2024-03-24,Odomos (mosquito repellent),95,Sunday,Central,Personal Care
2024-03-24,Deodorant (Dio),130,Sunday,West,Personal Care
2024-03-25,Diyas (Clay Lamps),146,Monday,Central,Home Decor
2024-03-25,Decorative Wreath,126,Monday,East,Home Decor
2024-03-25,Brass Pot,137,Monday,West,Festival Utility
2024-03-25,Banana Chips Pack,111,Monday,North,Snack
2024-03-25,Blanket,113,Monday,North,Home Utility
2024-03-25,Decorative Wreath,107,Monday,North,Home Decor
2024-03-26,Ice Cream,100,Tuesday,South,Dessert
2024-03-26,Air Conditioner (AC),111,Tuesday,Central,Home Appliance
2024-03-26,Flower Garland,58,Tuesday,South,Festival Utility
2024-03-27,Odomos (mosquito repellent),87,Wednesday,South,Personal Care
2024-03-27,Traditional Dhoti,95,Wednesday,Central,Clothing
2024-03-27,Waterproof Boots,141,Wednesday,South,Footwear
2024-03-28,Sewaiya Packets,83,Thursday,West,Sweets
2024-03-29,Electric Lights,116,Friday,West,Home Decor
2024-03-30,Personal Care Kit,84,Saturday,Central,Gifting
2024-03-30,Gift Boxes,79,Saturday,South,Gifting
2024-03-30,Dry Fruits,110,Saturday,West,Gifting
2024-03-31,Hot Water Bag,103,Sunday,North,Healthcare
2024-03-31,Rakhi Thread,102,Sunday,Central,Festival Utility
2024-03-31,Ganesh Idol,97,Sunday,North,Festival Utility
2024-04-02,Lip Balm,105,Tuesday,West,Personal Care
2024-04-03,Dry Fruits Box,86,Wednesday,South,Gifting
2024-04-03,Mosquito Net,118,Wednesday,Central,Home Utility
2024-04-04,Mosquito Net,131,Thursday,East,Home Utility
2024-04-05,Brass Pot,66,Friday,East,Festival Utility
2024-04-05,Hot Water Bag,138,Friday,Central,Healthcare
2024-04-05,Mithai Box,111,Friday,South,Sweets
2024-04-05,Scarf,79,Friday,Central,Clothing
2024-04-05,Personal Care Kit,112,Friday,South,Gifting
2024-04-06,Umbrella,60,Saturday,West,Rain Gear
2024-04-06,Umbrella,80,Saturday,Central,Rain Gear
2024-04-06,Santa Hat,89,Saturday,North,Apparel
2024-04-06,White Kurtas,111,Saturday,North,Clothing
2024-04-07,Dry Fruits,156,Sunday,Central,Gifting
2024-04-07,Diyas (Clay Lamps),112,Sunday,Central,Home Decor
2024-04-07,Sewaiya Packets,114,Sunday,West,Sweets
2024-04-07,Body Oil,100,Sunday,East,Personal Care
2024-04-07,Rangoli Colors,65,Sunday,South,Festival Utility
2024-04-08,Rakhi Thread,124,Monday,South,Festival Utility
2024-04-08,Odomos (mosquito repellent),59,Monday,North,Personal Care
2024-04-08,Gift Box,108,Monday,Central,Gifting
2024-04-09,Waterproof Boots,72,Tuesday,East,Footwear
2024-04-09,White Kurtas,121,Tuesday,East,Clothing
2024-04-09,Dry Fruits Box,95,Tuesday,North,Gifting
2024-04-10,Odomos (mosquito repellent),127,Wednesday,South,Personal Care
2024-04-10,Lip Balm,83,Wednesday,South,Personal Care
2024-04-10,Kurta Pajama Set,94,Wednesday,East,Clothing
2024-04-11,Water Gun (Pichkari),78,Thursday,South,Toys/Festival
2024-04-11,Banana Chips Pack,63,Thursday,South,Snack
2024-04-11,Traditional Dhoti,126,Thursday,North,Clothing
2024-04-11,Dry Fruits Box,70,Thursday,South,Gifting
2024-04-12,Holi Colors,165,Friday,Central,Festival Utility
2024-04-12,Umbrella,83,Friday,North,Rain Gear
2024-04-13,Pongal Sweet Pack,87,Saturday,West,Sweets
2024-04-13,Water Gun (Pichkari),81,Saturday,South,Toys/Festival
2024-04-13,Mosquito Net,105,Saturday,Central,Home Utility
2024-04-14,Fruit Cake,129,Sunday,West,Food
2024-04-14,White Kurtas,59,Sunday,North,Clothing
2024-04-15,Sunscreen,98,Monday,East,Personal Care
2024-04-15,Gift Wrapping Paper,113,Monday,West,Festival Utility
2024-04-15,Deodorant (Dio),184,Monday,West,Personal Care
2024-04-16,Cold Drink,129,Tuesday,Central,Beverage
2024-04-17,Gift Wrapping Paper,112,Wednesday,Central,Festival Utility
2024-04-18,Cold Drink,93,Thursday,East,Beverage
2024-04-18,Gift Wrapping Paper,103,Thursday,West,Festival Utility
2024-04-18,Sewaiya Packets,158,Thursday,North,Sweets
2024-04-18,Mithai Box,79,Thursday,North,Sweets
2024-04-18,Sweater,93,Thursday,South,Clothing
2024-04-18,LED String Lights,83,Thursday,Central,Home Decor
2024-04-19,Kurta Pajama Set,74,Friday,West,Clothing
2024-04-20,LED String Lights,107,Saturday,East,Home Decor
2024-04-21,Blanket,92,Sunday,South,Home Utility
2024-04-22,Traditional Dhoti,79,Monday,East,Clothing
2024-04-23,Water Bottle,139,Tuesday,East,Kitchen Utility
2024-04-23,Scarf,52,Tuesday,West,Clothing
2024-04-24,Deodorant (Dio),100,Wednesday,West,Personal Care
2024-04-25,Sunscreen,63,Thursday,Central,Personal Care
2024-04-25,Blanket,89,Thursday,East,Home Utility
2024-04-26,Traditional Dhoti,131,Friday,West,Clothing
2024-04-27,Pongal Sweet Pack,128,Saturday,South,Sweets
2024-04-27,Onam Sadya Kit,113,Saturday,South,Food Combo
2024-04-27,Mosquito Net,113,Saturday,North,Home Utility
2024-04-28,White Kurtas,110,Sunday,East,Clothing
2024-04-28,Agarbatti (Incense),142,Sunday,East,Spiritual Item
2024-04-29,Thermals,108,Monday,North,Clothing
2024-04-29,Decorative Wreath,100,Monday,South,Home Decor
2024-04-29,Air Conditioner (AC),94,Monday,East,Home Appliance
2024-04-29,Santa Hat,112,Monday,East,Apparel
2024-04-30,Sewaiya Packets,130,Tuesday,Central,Sweets
2024-05-01,Sweet Box,66,Wednesday,South,Sweets
2024-05-01,Raincoat,38,Wednesday,East,Rain Gear
2024-05-02,Water Bottle,123,Thursday,South,Kitchen Utility
2024-05-02,Sugarcane Stick,61,Thursday,Central,Food/Festival
2024-05-02,Deodorant (Dio),83,Thursday,Central,Personal Care
2024-05-02,Odomos (mosquito repellent),76,Thursday,East,Personal Care
2024-05-03,Kurta Pajama Set,92,Friday,West,Clothing
2024-05-05,Holi Colors,61,Sunday,North,Festival Utility
2024-05-05,Chocolate Gift Boxes,123,Sunday,West,Gifting
2024-05-06,Umbrella,73,Monday,South,Rain Gear
2024-05-06,Gift Wrapping Paper,56,Monday,East,Festival Utility
2024-05-06,Hot Water Bag,116,Monday,South,Healthcare
2024-05-06,Gift Box,92,Monday,East,Gifting
2024-05-06,Umbrella,87,Monday,Central,Rain Gear
2024-05-06,Brass Pot,89,Monday,East,Festival Utility
2024-05-07,Diyas (Clay Lamps),106,Tuesday,Central,Home Decor
2024-05-07,Diyas (Clay Lamps),101,Tuesday,Central,Home Decor
2024-05-07,Lip Balm,184,Tuesday,Central,Personal Care
2024-05-07,Holi Colors,106,Tuesday,South,Festival Utility
2024-05-08,Body Oil,83,Wednesday,Central,Personal Care
2024-05-08,Sewaiya Packets,99,Wednesday,Central,Sweets
2024-05-08,Air Conditioner (AC),98,Wednesday,West,Home Appliance
2024-05-09,White Kurtas,116,Thursday,Central,Clothing
2024-05-09,Mithai Box,129,Thursday,West,Sweets
2024-05-09,Waterproof Boots,84,Thursday,South,Footwear
2024-05-09,Deodorant (Dio),68,Thursday,Central,Personal Care
2024-05-11,Chocolate Box,128,Saturday,West,Gifting/Sweets
2024-05-11,Ice Cream,89,Saturday,North,Dessert
2024-05-11,Agarbatti (Incense),81,Saturday,West,Spiritual Item
2024-05-11,White Clothing,52,Saturday,Central,Clothing
2024-05-11,Santa Hat,105,Saturday,North,Apparel
2024-05-11,Odomos (mosquito repellent),63,Saturday,West,Personal Care
2024-05-11,Rakhi Thread,130,Saturday,Central,Festival Utility
2024-05-12,Decorative Wreath,75,Sunday,East,Home Decor
2024-05-12,Chocolate Gift Boxes,56,Sunday,Central,Gifting
